Duration: 60
0,0.25
1,0.5
2,0.8125
3,0.8125
4,0.8125
5,0.8945
6,0.8945
7,0.9062
8,0.9385
9,0.9385
10,0.9604
11,0.9846
12,0.9846
13,0.9846
14,0.9846
15,0.9846
16,0.9846
17,0.9846
18,0.9846
19,0.9795
20,0.9795
21,0.9795
22,0.9795
23,0.9795
24,0.9795
25,0.9795
26,0.9795
27,0.9795
28,0.9795
29,0.9795
30,0.9883
31,0.9883
32,0.9883
33,0.9883
34,0.9844
35,0.9844
36,0.9844
37,0.9844
38,0.9844
39,0.9844
40,0.9844
41,0.9844
42,0.9844
43,0.9844
44,0.9844
45,0.9844
46,0.9844
47,0.9844
48,0.9844
49,0.9844
50,0.9844
51,0.9844
52,0.9844
53,0.9844
54,0.9844
55,0.9844
56,0.9844
57,0.9844
58,0.9844
59,0.9844
60,0.9844
61,0.9844
62,0.9844
63,0.9844
64,0.9844
65,0.9863
66,0.9863
67,0.9844
68,0.9844
69,0.9844
70,0.9844
71,0.9844
72,0.9844
73,0.9863
74,0.9863
75,0.9863
76,0.9863
77,0.9902
78,0.9902
79,0.9912
80,0.9912
81,0.9912
82,0.9912
83,0.9912
84,0.9912
85,0.9912
86,0.9912
87,0.9912
88,0.9912
89,0.9912
90,0.9912
91,0.9912
92,0.9912
93,0.9912
94,0.9912
95,0.9912
96,0.9912
97,0.9912
98,0.9912
99,0.9912
100,0.9912
101,0.9912
102,0.9912
103,0.9912
104,0.9912
105,0.9912
106,0.9912
107,0.9912
108,0.9912
109,0.9946
110,0.9946
111,0.9946
112,0.9946
113,0.9946
114,0.9946
115,0.9946
116,0.9946
117,0.9946
118,0.9946
119,0.9946
120,0.9946
121,0.9946
122,0.9946
123,0.9946
124,0.9946
125,0.9946
126,0.9946
127,0.9946
128,0.9946
129,0.9946
130,0.9946
131,0.9946
132,0.9946
133,0.9946
134,0.9946
135,0.9946
136,0.9946
137,0.9946
138,0.9946
139,0.9946
140,0.9946
141,0.9946
142,0.9946
143,0.9946
144,0.9946
145,0.9946
146,0.9946
147,0.9946
148,0.9946
149,0.9946
150,0.9946
151,0.9946
152,0.9946
153,0.9946
154,0.9946
155,0.9946
156,0.9946
157,0.9946
158,0.9946
159,0.9946
160,0.9946
161,0.9946
162,0.9946
163,0.9946
164,0.9946
165,0.9946
166,0.9946
167,0.9946
168,0.9946
169,0.9946
170,0.9946
171,0.9946
172,0.9946
173,0.9946
174,0.9946
175,0.9946
176,0.9946
177,0.9946
178,0.9946
179,0.9946
180,0.9946
181,0.9946
182,0.9946
183,0.9946
184,0.9946
185,0.9946
186,0.9946
187,0.9946
188,0.9946
189,0.9946
190,0.9946
191,0.9946
192,0.9946
193,0.9946
194,0.9946
195,0.9946
196,0.9946
197,0.9946
198,0.9951
199,0.9951
200,0.9951
201,0.9951
202,0.9951
203,0.9951
204,0.9951
205,0.9951
206,0.9951
207,0.9951
208,0.9951
209,0.9951
210,0.9951
211,0.9951
212,0.9951
213,0.9951
214,0.9951
215,0.9951
216,0.9951
217,0.9951
218,0.9951
219,0.9951
220,0.9951
221,0.9951
222,0.9951
223,0.9951
224,0.9951
225,0.9951
226,0.9951
227,0.9951
228,0.9951
229,0.9951
230,0.9951
231,0.9951
232,0.9951
233,0.9951
234,0.9951
235,0.9951
236,0.9951
237,0.9951
238,0.9951
239,0.9951
240,0.9951
241,0.9951
242,0.9951
243,0.9951
244,0.9951
245,0.9951
246,0.9951
247,0.9951
248,0.9951
249,0.9951
250,0.9951
251,0.9951
252,0.9951
253,0.9951
254,0.9951
255,0.9951
256,0.9951
257,0.9951
258,0.9951
259,0.9951
260,0.9951
261,0.9951
262,0.9951
263,0.9951
264,0.9951
265,0.9951
266,0.9951
267,0.9951
268,0.9951
269,0.9951
270,0.9951
271,0.9951
272,0.9951
273,0.9951
274,0.9951
275,0.9951
276,0.9951
277,0.9951
278,0.9951
279,0.9951
280,0.9951
281,0.9951
282,0.9951
283,0.9951
284,0.9951
285,0.9951
286,0.9951
287,0.9951
288,0.9951
289,0.9951
290,0.9951
291,0.9951
292,0.9951
293,0.9951
294,0.9951
295,0.9951
296,0.9951
297,0.9951
298,0.9951
299,0.9951
300,0.9951
301,0.9951
302,0.9951
303,0.9951
304,0.9951
305,0.9951
306,0.9951
307,0.9951
308,0.9951
309,0.9951
310,0.9951
311,0.9951
312,0.9951
313,0.9951
314,0.9951
315,0.9951
316,0.9951
317,0.9951
318,0.9951
319,0.9951
320,0.9951
321,0.9951
322,0.9951
323,0.9951
324,0.9951
325,0.9951
326,0.9951
327,0.9951
328,0.9951
329,0.9951
330,0.9951
331,0.9951
332,0.9951
333,0.9951
334,0.9951
335,0.9951
336,0.9951
337,0.9951
338,0.9951
339,0.9951
340,0.9951
341,0.9951
342,0.9951
